g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P02326,RLBP1,180090,10024,CRALBP,RLBP1-related Bothnia retinal dystrophy,607475,,biallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000608; HP:0000512; HP:0000662; HP:0000505; HP:0000007; HP:0000510; HP:0030506; HP:0000556,10102298; 18344446; 11176989; 22551409,Eye,,2019-10-25 13:53:09+00:00
G2P02327,RLBP1,180090,10024,CRALBP,RLBP1-related Newfoundland rod-cone dystrophy,607476,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0000662; HP:0000505; HP:0000007; HP:0012045; HP:0000551; HP:0000510; HP:0000575; HP:0030506; HP:0000556,11868161; 11453974; 14718298; 10102299; 28764803; 28827498,Eye,,2017-09-13 15:05:38+00:00
G2P02328,RNLS,609360,25641,C10ORF59; FLJ11218; RENALASE,RNLS-related congenital cataract,,MONDO:0005129,biallelic_autosomal,,limited,uncertain,,undetermined,inferred,,HP:0000007,22935719,Eye,,2017-09-13 21:50:31+00:00
G2P02329,RP1,603937,10263,DCDC4A; ORP1,RP1-related retinitis pigmentosa,180100,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0007737; HP:0001133; HP:0000662; HP:0000006; HP:0000007; HP:0000510; HP:0000545; HP:0007688; HP:0000556,10391211; 10391212; 10484783; 15863674; 25883087,Eye,,2017-09-13 23:03:48+00:00
G2P02330,RP1L1,608581,15946,DCDC4B,RP1L1-related occult macular dystrophy,613587,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0030636; HP:0000006; HP:0007754; HP:0007924,20826268; 23281133; 27623337,Eye,,2019-10-30 14:23:04+00:00
G2P02331,RP1L1,608581,15946,DCDC4B,RP1L1-related cone dystrophy,,MONDO:0000455,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000007; HP:0000548; HP:0000512; HP:0000556,25692141,Eye,,2017-09-14 12:54:10+00:00
G2P02332,RP1L1,608581,15946,DCDC4B,RP1L1-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000007; HP:0000512; HP:0000510; HP:0000556,25324289; 23281133; 31213501; 30025130,Eye,,2019-10-30 14:25:04+00:00
G2P02333,RP2,300757,10274,NM23-H10; NME10; TBCCD2,RP2-related retinitis pigmentosa,312600,,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0001133; HP:0000662; HP:0200065; HP:0000510; HP:0001417; HP:0000545; HP:0000556; HP:0000518,9697692; 10053026; 11462235; 10090907,Eye,,2017-09-14 13:02:28+00:00
G2P02334,RP9,607331,10288,PAP-1,RP9-related retinitis pigmentosa,180104,,monoallelic_autosomal,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0007401; HP:0007737; HP:0001133; HP:0000662; HP:0000006; HP:0000510; HP:0040049; HP:0007688; HP:0000556; HP:0000518,16799052; 12032732,Eye,,2017-09-14 13:52:01+00:00
G2P02335,RPGR,312610,10295,COD1; CORDX1; CRD; RP15; RP3,RPGR-related retinitis pigmentosa,300029,,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,HP:0000388; HP:0011109; HP:0002837; HP:0001417; HP:0030637; HP:0000505; HP:0000548; HP:0000510; HP:0005101; HP:0000639; HP:0001419; HP:0002110; HP:0005376; HP:0000551; HP:0000545; HP:0000613; HP:0007663; HP:0200056; HP:0000407; HP:0100750; HP:0008275; HP:0000556,8673101; 10932196; 10970770; 11950860; 16387007; 23150612; 17480003; 10094550; 12920075; 16055928; 11857109; 11875055; 15914600,Eye,,2017-09-14 13:58:23+00:00
G2P02336,RPGR,312610,10295,COD1; CORDX1; CRD; RP15; RP3,"RPGR-related macular degeneration, atrophic",300834,,monoallelic_X_hemizygous,,limited,uncertain,,undetermined,inferred,,HP:0007663; HP:0000608; HP:0001419,12160730,Eye,,2017-09-14 15:10:00+00:00
G2P02337,RPIA,180430,10297,,RPIA-related ribose 5-phosphate isomerase deficiency,608611,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0007141; HP:0001939; HP:0001263; HP:0000639; HP:0002352; HP:0000007; HP:0001257; HP:0001271; HP:0001251; HP:0000648; HP:0001250,28801340; 14988808,Eye,,2017-09-14 23:21:18+00:00
G2P02338,RRAGA,612194,16963,FIP-1; RAGA,RRAGA-related cataract,,MONDO:0005129,monoallelic_autosomal,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0001118; HP:0007787; HP:0000006; HP:0010923; HP:0100018,27294265,Eye,,2017-09-14 23:29:40+00:00
G2P02339,RAX,601881,18662,RAX1; RX,RAX-related ocular coloboma,,MONDO:0001476,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000588; HP:0025188; HP:0000612; HP:0000007; HP:0000589; HP:0040049,28831107,Eye,,2017-09-14 23:52:01+00:00
G2P02340,SPAST,604277,11233,ADPSP; FSP2; KIAA1083; SPG4,"SACS-related spastic ataxia, Charlevoix-Saguenay type",270550,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003593; HP:0002497; HP:0003487; HP:0000012; HP:0002527; HP:0001347; HP:0007221; HP:0001765; HP:0000007; HP:0001257; HP:0007001; HP:0002166; HP:0001260; HP:0001310; HP:0007654; HP:0001761; HP:0003693; HP:0000639; HP:0000762; HP:0003438; HP:0002936; HP:0002460; HP:0003387; HP:0007240; HP:0002493; HP:0001249; HP:0006150; HP:0006855; HP:0007922; HP:0003448; HP:0002168; HP:0007772,10655055,Eye,,2017-09-15 14:39:41+00:00
G2P02341,SAG,181031,10521,ARRESTIN; RP47,SAG-related Oguchi disease,258100,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0030824; HP:0000662; HP:0000007; HP:0007642,7670478; 9565049; 9452120; 22665972; 15234147,Eye,,2017-09-15 15:00:27+00:00
G2P02342,SAG,181031,10521,ARRESTIN; RP47,SAG-related retinitis pigmentosa ,613758,,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0000662; HP:0000505; HP:0000007; HP:0000510; HP:0000654; HP:0000533; HP:0001146; HP:0000556,9565049; 28549094; 31257036,Eye,,2019-10-30 15:20:00+00:00
G2P02343,SAMD11,616765,28706,MGC45873,SAMD11-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0007737; HP:0001133; HP:0000550; HP:0000505; HP:0000007; HP:0000510; HP:0007843; HP:0000523,27734943,Eye,,2017-09-15 16:54:25+00:00
G2P02344,SBF2,607697,2135,CMT4B2; DENND7B; KIAA1766; MTMR13,SBF2-related Charcot-Marie-Tooth disease,604563,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003380; HP:0001761; HP:0001284; HP:0002751; HP:0001265; HP:0003693; HP:0003431; HP:0001765; HP:0002355; HP:0001087; HP:0000007; HP:0002936; HP:0000501; HP:0001425; HP:0002460; HP:0009027,12554688; 15477569; 12687498; 15304601,Eye,,2017-09-15 17:46:10+00:00
G2P02345,SCLT1,611399,26406,FLJ30655; HCAP-1A,SCLT1-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000007; HP:0000510,28005958,Eye,,2017-09-15 19:18:33+00:00
G2P02346,SCO2,604272,10604,MYP6; SCO1L,SCO2-related myopia,608908,,monoallelic_autosomal,,strong,uncertain,,undetermined,inferred,,HP:0000006; HP:0011003,27052445; 23643385; 25525168,Eye,,2017-09-15 19:39:25+00:00
G2P02347,ADAMTSL1,609198,14632,ADAMTSR1; C9ORF94; FLJ35283,ADAMTSL1-related syndromic congenital glaucoma,,,monoallelic_autosomal,restricted mutation set,limited,altered gene product structure,,dominant negative,inferred,,HP:0000851; HP:0000546; HP:0000541; HP:0000248; HP:0006357; HP:0003812; HP:0000557; HP:0000321; HP:0001087; HP:0000365; HP:0040064; HP:0008188; HP:0000006; HP:0000252; HP:0000545; HP:0001492; HP:0000518,28722276,Eye,,2017-09-19 11:01:22+00:00
G2P02348,SPG7,602783,11237,CAR; CMAR; SPG5C,SPG7-related spastic paraplegia,607259,,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,,,Eye,,2024-12-12 13:39:03+00:00
G2P02349,LAMB2,150325,6487,LAMS; NPHS5,LAMB2-related Pierson syndrome,609049,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0008677; HP:0000478,30778388; 30120985,Eye,,2017-09-28 15:39:37+00:00
G2P02350,LAMB2,150325,6487,LAMS; NPHS5,LAMB2-related nephrotic syndrome with or without ocular abnormalities,614199,,biallelic_autosomal,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,,,Eye,,2017-09-28 16:05:39+00:00
G2P02352,ZNF469,612078,23216,KIAA1858; ZFP469,ZNF469-related brittle cornea syndrome,229200,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002650; HP:0001519; HP:0000286; HP:0000572; HP:0001119; HP:0001388; HP:0000592; HP:0007517; HP:0000007; HP:0000993; HP:0000987; HP:0000703; HP:0000365; HP:0001634; HP:0000563; HP:0000545; HP:0000256; HP:0002297; HP:0003302; HP:0001374; HP:0100689,18452888; 19661234; 20938016,Eye,,2017-10-07 12:27:42+00:00
G2P02353,TBX22,300307,11600,CLPA; CPX,TBX22-related Abruzzo-Erickson syndrome,302905,,monoallelic_X_hemizygous,,limited,absent gene product,,loss of function,inferred,,HP:0000047; HP:0000365; HP:0000175; HP:0000589; HP:0000411; HP:0000400; HP:0001417; HP:0004322; HP:0002974,22784330,Eye,,2025-01-27 16:22:11+00:00
G2P02354,PDE6D,602676,8788,JBTS22,PDE6D-related Joubert syndrome,614615,,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,HP:0001159; HP:0002419; HP:0001511; HP:0011931; HP:0001263; HP:0000550; HP:0007973; HP:0000568; HP:0000007; HP:0000089; HP:0000589; HP:0100259,24166846,Eye,,2017-10-21 23:15:07+00:00
G2P02355,SLITRK6,609681,23503,FLJ22774,SLITRK6-related deafness and myopia,221200,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0008619; HP:0000407; HP:0011003; HP:0000399; HP:0008625; HP:0000007; HP:0008504; HP:0004454,23946138; 23543054,Eye,,2017-10-23 14:43:18+00:00
G2P02356,GPATCH3,617486,25720,FLJ12455; GPATC3,GPATCH3-related congenital glaucoma,,MONDO:0020366,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,,28397860,Eye,,2017-10-23 16:58:41+00:00
G2P02357,ACTA2,102620,130,ACTSA,ACTA2-related multisystemic smooth muscle dysfunction syndrome,613834,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0004927; HP:0030891; HP:0011499; HP:0007866; HP:0100770; HP:0001643; HP:0002789; HP:0002092; HP:0000006; HP:0002566; HP:0000028; HP:0012727,20734336; 29300374,Eye,,2018-01-21 11:30:32+00:00
G2P02360,CANT1,613165,19721,SCAN-1; SHAPY,CANT1-related Desbuquois dysplasia,251450,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002650; HP:0002761; HP:0000592; HP:0004322,19853239,DD; Eye; Skeletal,,2025-01-28 23:12:09+00:00
G2P02361,PLCB3,600230,9056,,PLCB3-related spondylometaphyseal dysplasia associated with corneal dystrophy and developmental delay (SMDCD),,,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,HP:0000774; HP:0003561; HP:0001643; HP:0008430; HP:0005280; HP:0010591; HP:0011344; HP:0000007; HP:0005720; HP:0009381; HP:0000773; HP:0009885; HP:0007957; HP:0030320; HP:0002100; HP:0003177; HP:0003026; HP:0004630; HP:0005089; HP:0006528; HP:0002020; HP:0000316; HP:0002657; HP:0010743; HP:0001831; HP:0010590; HP:0008873,29122926,Eye,,2017-11-21 14:53:53+00:00
G2P02362,PRPS1,311850,9462,CMTX5; DFN2; DFNX1; PPRIBP; PRS-I,PRPS1-related retinal dystrophy,,MONDO:0044314,monoallelic_X_heterozygous,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0007641; HP:0000512; HP:0007401; HP:0000662; HP:0000365; HP:0007814; HP:0000510; HP:0000648; HP:0001417; HP:0012047; HP:0000556,28967191; 25491489,Eye,,2017-11-21 18:06:04+00:00
G2P02363,DNM1L,603850,2973,DRP1; DVLP; DYMPLE; HDYNIV; VPS1,DNM1L-related optic atrophy,610708,,monoallelic_autosomal,restricted mutation set,strong,altered gene product structure,,dominant negative,inferred,,HP:0007641; HP:0000603; HP:0000006; HP:0003676; HP:0000648,28969390,Eye,,2017-11-21 22:27:02+00:00
G2P02364,IFT43,614068,29669,C14ORF179; FLJ32173; MGC16028,IFT43-related non-syndromic retinal degeneration,617871,,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000007; HP:0000556,28973684,Eye,,2025-01-17 16:21:40+00:00
G2P02365,CDK10,603464,1770,PISSLRE,"CDK10-related severe growth retardation, spine malformations, and developmental delays",617694,,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,HP:0012430; HP:0001511; HP:0011451; HP:0002136; HP:0001263; HP:0000007; HP:0007370; HP:0000510; HP:0000348; HP:0008619; HP:0001324; HP:0003508; HP:0001488; HP:0000752; HP:0008436; HP:0012021; HP:0001508; HP:0010864; HP:0006956; HP:0000343; HP:0001605; HP:0004602; HP:0000582,29130579; 28886341,DD; Eye,,2024-10-21 12:09:21+00:00
G2P02388,SNRNP200,601664,30859,ASCC3L1; BRR2; HELIC2; KIAA0788; RP33; U5-200KD,SNRNP200-related retinal dystrophy,,MONDO:0044314,biallelic_autosomal,,strong,uncertain,,undetermined,inferred,,HP:0000007; HP:0000512; HP:0000510; HP:0000556,29320387; 23847139; 27735924; 31260034,Eye,,2018-05-30 17:12:47+00:00
G2P02389,DHX32,607960,16717,DDX32; DHLP1; FLJ10694; FLJ10889,DHX32-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,HP:0007663; HP:0003581; HP:0000007; HP:0000556,29320387,Eye,,2018-01-18 14:51:07+00:00
G2P02390,DSCAML1,611782,14656,KIAA1132,DSCAML1-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0007737; HP:0000543; HP:0030474; HP:0000007; HP:0008275; HP:0000510; HP:0007843,29320387,Eye,,2018-01-18 15:08:13+00:00
G2P02391,EP300,602700,3373,KAT3B; P300,EP300-related retinitis pigmentosa,,MONDO:0019200,monoallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000512; HP:0001133; HP:0000550; HP:0000662; HP:0000006; HP:0007702; HP:0000556,29320387,Eye,,2018-01-18 15:25:27+00:00
G2P02392,FDFT1,184420,3629,SQS,FDFT1-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000007; HP:0003581; HP:0000510,29320387,Eye,,2018-01-18 15:31:25+00:00
G2P02393,NDRG4,614463,14466,KIAA1180; SMAP-8,NDRG4-related achromatopsia,,MONDO:0018852,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0011516; HP:0011463; HP:0000007; HP:0008275; HP:0012043,29320387,Eye,,2018-01-18 15:52:35+00:00
G2P02394,GPR45,604838,4503,PSP24; PSP24A,GPR45-related cone-rod dystrophy,,MONDO:0015993,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000007; HP:0000548; HP:0008323; HP:0003577; HP:0000613; HP:0007663; HP:0006934,29320387,Eye,,2018-01-18 16:02:43+00:00
G2P02395,FOXE3,601094,3808,FKHL12; FREAC8,FOXE3-related congenital cataract,,MONDO:0005129,biallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000007; HP:0010922; HP:0007787,28418495; 27218149; 17893665; 29136273; 20806047,Eye,,2018-01-20 17:15:59+00:00
G2P02396,ELP1,603722,5959,DYS; IKAP; IKBKAP; IKI3; TOT1,ELP1-related familial dysautonomia,223900,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,11179021; 11179008; 12687659,Eye,,2025-01-17 10:22:08+00:00
G2P02397,DST,113810,1090,BP240; BPA; BPAG1; CATX-15; FLJ13425; FLJ21489; FLJ30627; FLJ32235; KIAA0728; MACF2,"DST-related neuropathy, hereditary sensory and autonomic",614653,,biallelic_autosomal,,limited,uncertain,,undetermined,inferred,,HP:0007021; HP:0001100; HP:0009830; HP:0002028; HP:0008066; HP:0003396; HP:0002754; HP:0000007; HP:0002757; HP:0000722; HP:0000408; HP:0000824; HP:0001279; HP:0002027; HP:0000739; HP:0004322; HP:0002315,22522446; 28767192,Eye,,2018-01-20 19:33:17+00:00
G2P02398,CEP120,613446,26690,CCDC100; FLJ36090,CEP120-related ciliopathy syndrome,616300,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,27208211; 25361962,Eye,,2025-01-14 17:04:50+00:00
G2P02399,COL4A1,120130,2202,,COL4A1-related brain small vessel disease with or without ocular anomalies,,MONDO:0008289,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0003828; HP:0002132; HP:0007023; HP:0002170; HP:0007700; HP:0100659; HP:0001136,19477666; 24374867; 25124159; 26708157; 28043398,Eye,,2019-10-11 16:04:50+00:00
G2P02400,DPYD,612779,3012,DHPDHASE; DPD,DPYD-related dihydropyrimidine dehydrogenase deficiency,274270,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,Eye,,2018-01-21 22:27:12+00:00
G2P02401,GUCY2D,600179,4689,CORD6; CYGD; GUC1A4; GUC2D; LCA; LCA1; RETGC; RETGC-1; ROS-GC; ROS-GC1,GUCY2D-related cone-rod dystrophy,,MONDO:0015993,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0007401; HP:0000548; HP:0000551; HP:0000545; HP:0000556,29061346; 11709018,Eye,,2018-01-22 10:36:59+00:00
G2P02402,GUCY2D,600179,4689,CORD6; CYGD; GUC1A4; GUC2D; LCA; LCA1; RETGC; RETGC-1; ROS-GC; ROS-GC1,GUCY2D-related central areolar choroidal dystrophy,,MONDO:0008982,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0030491; HP:0000007; HP:0001150,22695961,Eye,,2018-01-22 10:48:13+00:00
G2P02403,PRDM13,616741,13998,PFM10,PRDM13-related North Carolina macular dystrophy,,MONDO:0007630,monoallelic_autosomal,,definitive,increased gene product level,,undetermined,inferred,,HP:0007754; HP:0000006,28973654; 27777503; 26507665,Eye,,2018-01-22 11:37:20+00:00
G2P02404,MT-ATP6,516060,7414,,"MT-ATP6-related neuropathy, ataxia, retinitis pigmentosa syndrome",551500,,mitochondrial,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,,,Eye,,2018-01-22 14:18:31+00:00
G2P02405,MT-ND5,516005,7461,,MT-ND5-related Leber hereditary optic neuropathy,535000,,mitochondrial,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,,,Eye,,2018-01-22 14:35:00+00:00
G2P02406,MT-ND6,516006,7462,,MT-ND6-related Leber hereditary optic neuropathy,535000,,mitochondrial,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,,,Eye,,2018-01-22 14:36:41+00:00
G2P02407,OPA1,605290,8140,FLJ12460; KIAA0567; MGM1; NPG; NTG,OPA1-related optic atrophy plus syndrome,,MONDO:0007429,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000642; HP:0000408; HP:0001271; HP:0000602; HP:0007641; HP:0000666; HP:0003812; HP:0000505; HP:0000006; HP:0006958; HP:0003676; HP:0000648; HP:0003200; HP:0000603; HP:0003198; HP:0012084; HP:0030455; HP:0000576; HP:0000486; HP:0000508,15531309; 16158427; 16240368; 20157015,Eye,,2018-01-22 15:31:29+00:00
G2P02408,OPA1,605290,8140,FLJ12460; KIAA0567; MGM1; NPG; NTG,OPA1-related Behr syndrome,210000,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0000529; HP:0001310; HP:0000639; HP:0007256; HP:0011463; HP:0002194; HP:0001272; HP:0000007; HP:0003676; HP:0002191; HP:0001251; HP:0000648; HP:0001337; HP:0030086; HP:0011923; HP:0001347; HP:0000518,25012220; 25146916; 27150940; 30972688,Eye,,2018-01-22 15:35:05+00:00
G2P02409,SEMA4A,607292,10729,CORD10; FLJ12287; SEMAB; SEMB,SEMA4A-related retinitis pigmentosa,610282,,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000556,16199541; 28805479,Eye,,2019-10-30 15:30:20+00:00
G2P02410,SHH,600725,10848,HHG1; HLP3; HPE3; MCOPCB5; SMMCI; TPT; TPTPS,SHH-related solitary median maxillary central incisor,147250,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,Eye,,2018-01-22 18:28:08+00:00
G2P02411,TBC1D20,611663,16133,C20ORF140; DJ852M4.2,TBC1D20-related Warburg micro syndrome,615663,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000054; HP:0001249; HP:0000568; HP:0001257; HP:0000252; HP:0002510; HP:0000028; HP:0002376; HP:0000518,24239381,DD; Eye,,2018-01-23 14:42:48+00:00
G2P02412,TBC1D32,615867,21485,BA57L9.1; BROMI; C6ORF170; C6ORF171; DJ310J6.1; FLJ30899; FLJ34235,TBC1D32-related ciliopathy syndrome,,,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,,24285566,Eye,,2018-01-23 14:36:10+00:00
G2P02413,TGFBI,601692,11771,BIGH3; CDB1; CDGG1; CSD1; CSD2; CSD3; LCD1,"TGFBI-related lattice corneal dystrophy, type I",122200,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0001149; HP:0000006,,Eye,,2018-01-23 15:09:50+00:00
G2P02425,MARK3,602678,6897,CTAK1; KP78; PAR-1A,MARK3-related visual impairment and progressive phthisis bulbi,618283,,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0007957; HP:0000568; HP:0000007; HP:0000540; HP:0000667; HP:0007663,29771303,Eye,,2018-05-25 09:40:38+00:00
G2P02426,TENM3,610083,29944,KIAA1455; ODZ3; TEN-M3; TEN3,TENM3-related colobomatous microphthalmia,Orphanet:98938,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0001116; HP:0001263; HP:0000612; HP:0000482; HP:0000568; HP:0000007; HP:0000589; HP:0000565; HP:0000567; HP:0007700; HP:0000647; HP:0012043,29753094; 27103084; 22766609,Eye,,2018-05-25 09:59:48+00:00
G2P02427,AHR,600253,348,BHLHE76,AHR-related retinitis pigmentosa,618345,,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,HP:0000007; HP:0000512; HP:0000510; HP:0000556,29726989,Eye,,2025-01-14 14:22:05+00:00
G2P02428,IPO13,610411,16853,IMP13; KIAA0724; RANBP13,"IPO13-related ocular coloboma, microphthalmia, and cataract",,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0000007; HP:0000612; HP:0000482; HP:0000568,29700284,Eye,,2018-05-25 14:49:39+00:00
G2P02429,SPINT2,605124,11247,HAI-2; HAI2; KOP,SPINT2-related syndromic congenital sodium diarrhea,,MONDO:0034204,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001508; HP:0000588; HP:0000453; HP:0001155; HP:0200020; HP:0005208; HP:0001172; HP:0000175; HP:0000007; HP:0000567; HP:0001561; HP:0011859; HP:0002744,19185281; 20009592,Eye,,2018-05-25 15:51:27+00:00
G2P02430,ESPN,606351,13281,DFNB36,ESPN-related Usher syndrome,614504,,biallelic_autosomal,,limited,uncertain,,undetermined,inferred,,HP:0000512; HP:0000529; HP:0000543; HP:0000399; HP:0000662; HP:0000510; HP:0001751,29572253,Eye,,2018-05-25 16:39:18+00:00
G2P02431,PRR12,616633,29217,KIAA1205,PRR12-related intellectual disability and iris abnormalities,,,monoallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0012775; HP:0001263; HP:0001249; HP:0000486; HP:0000612; HP:0007018; HP:0000006; HP:0000589; HP:0000252; HP:0000545; HP:0000729; HP:0000739,29556724; 26163108,DD; Eye,,2019-03-27 17:03:12+00:00
G2P02432,MAFB,608968,6408,KRML,MAFB-related focal segmental glomerulosclerosis with Duane retraction syndrome,,,monoallelic_autosomal,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,,29779709,Eye,,2018-05-30 15:12:32+00:00
G2P02433,GRHL2,608576,2799,BOM; DFNA28; FLJ13782; TFCP2L3,GRHL2-related posterior polymorphous corneal dystrophy,,MONDO:0020364,monoallelic_autosomal,,strong,,regulatory_region_variant,undetermined,inferred,,HP:0000622; HP:0000525; HP:0001131; HP:0007957; HP:0000006; HP:0007915; HP:0011491; HP:0000585,29499165,Eye,,2018-05-30 16:36:04+00:00
G2P02434,COL4A5,303630,2207,ASLN; ATS,COL4A5-related Alport syndrome,,MONDO:0018965,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,HP:0003774; HP:0012577; HP:0000790; HP:0004722; HP:0000518; HP:0000822; HP:0012587; HP:0012045; HP:0003676; HP:0030034; HP:0002907; HP:0011501; HP:0200020; HP:0000100; HP:0000545; HP:0001757; HP:0000407; HP:0001423; HP:0000093,2349482; 1474765; 8651296,Eye; Skin,,2018-06-01 14:41:09+00:00
